,Sequence_Name,mcg,gvh,alm,mit,erl,pox,vac,nuc,localization_site
876,RA18_YEAST,0.51,0.55,0.56,0.18,0.5,0.0,0.5,0.38,NUC
877,RAD2_YEAST,0.39,0.44,0.54,0.24,0.5,0.0,0.51,0.49,NUC
878,RA23_YEAST,0.43,0.48,0.53,0.18,0.5,0.0,0.46,0.22,NUC
879,RA26_YEAST,0.47,0.43,0.48,0.16,0.5,0.0,0.46,0.27,NUC
880,RAD3_YEAST,0.52,0.5,0.51,0.2,0.5,0.0,0.51,0.22,NUC
881,RAD4_YEAST,0.33,0.28,0.52,0.15,0.5,0.0,0.51,0.86,NUC
882,RAD5_YEAST,0.36,0.48,0.5,0.13,0.5,0.0,0.49,0.6,NUC
883,RA50_YEAST,0.45,0.54,0.49,0.29,0.5,0.0,0.49,0.25,NUC
884,RA51_YEAST,0.55,0.59,0.53,0.15,0.5,0.0,0.49,0.22,NUC
885,RA52_YEAST,0.31,0.39,0.55,0.28,0.5,0.0,0.46,0.31,NUC
886,RA54_YEAST,0.43,0.41,0.51,0.34,0.5,0.0,0.49,0.28,NUC
887,RA55_YEAST,0.64,0.5,0.53,0.1,0.5,0.0,0.51,0.22,NUC
888,RA57_YEAST,0.41,0.52,0.56,0.26,0.5,0.0,0.48,0.32,NUC
889,UBC2_YEAST,0.48,0.47,0.59,0.41,0.5,0.0,0.56,0.27,NUC
890,RAD7_YEAST,0.49,0.49,0.51,0.29,0.5,0.0,0.52,0.71,NUC
891,RAD9_YEAST,0.41,0.52,0.51,0.22,0.5,0.0,0.52,0.44,NUC
892,SRS2_YEAST,0.51,0.61,0.5,0.23,0.5,0.0,0.52,0.61,NUC
893,RAM1_YEAST,0.59,0.47,0.51,0.53,0.5,0.0,0.53,0.26,CYT
894,RAM2_YEAST,0.4,0.6,0.5,0.16,0.5,0.0,0.51,0.22,CYT
895,RAP1_YEAST,0.54,0.53,0.53,0.17,0.5,0.0,0.51,0.39,NUC
896,RAS1_YEAST,0.61,0.46,0.54,0.11,0.5,0.0,0.47,0.22,CYT
897,RAS2_YEAST,0.66,0.55,0.54,0.18,0.5,0.0,0.43,0.22,CYT
898,RAT1_YEAST,0.53,0.46,0.54,0.37,0.5,0.0,0.51,0.3,NUC
899,RCA1_YEAST,0.41,0.41,0.43,0.61,0.5,0.0,0.53,0.22,MIT
900,REB1_YEAST,0.58,0.31,0.6,0.12,0.5,0.0,0.47,0.33,NUC
901,R102_YEAST,0.49,0.67,0.5,0.28,0.5,0.0,0.43,0.22,NUC
902,R104_YEAST,0.44,0.33,0.55,0.16,0.5,0.0,0.49,0.22,NUC
903,R114_YEAST,0.44,0.45,0.53,0.19,0.5,0.0,0.41,0.28,NUC
904,RED1_YEAST,0.57,0.55,0.52,0.16,0.5,0.0,0.49,0.39,NUC
905,RER1_YEAST,0.45,0.66,0.39,0.11,0.5,0.0,0.54,0.22,ME3
906,DPOX_YEAST,0.32,0.49,0.53,0.28,0.5,0.0,0.5,0.5,NUC
907,RFA1_YEAST,0.35,0.42,0.56,0.28,0.5,0.0,0.47,0.22,NUC
908,RFA2_YEAST,0.46,0.41,0.58,0.1,0.5,0.0,0.48,0.22,NUC
909,RFA3_YEAST,0.57,0.51,0.58,0.22,0.5,0.0,0.51,0.22,NUC
910,RFC2_YEAST,0.47,0.47,0.54,0.19,0.5,0.0,0.51,0.33,NUC
911,RFC3_YEAST,0.34,0.58,0.5,0.26,0.5,0.0,0.51,0.22,NUC
912,RFC4_YEAST,0.55,0.45,0.58,0.25,0.5,0.0,0.49,0.22,NUC
913,RFT1_YEAST,0.4,0.66,0.34,0.21,0.5,0.0,0.52,0.26,NUC
914,RGM1_YEAST,0.42,0.21,0.59,0.3,0.5,0.0,0.47,0.27,NUC
915,RHO1_YEAST,0.6,0.48,0.46,0.32,0.5,0.0,0.4,0.33,CYT
916,RHO2_YEAST,0.64,0.44,0.51,0.35,0.5,0.0,0.53,0.22,CYT
917,RIF1_YEAST,0.35,0.4,0.44,0.25,0.5,0.0,0.53,0.57,NUC
918,RIM1_YEAST,0.55,0.38,0.64,0.42,0.5,0.0,0.47,0.22,MIT
919,RIM2_YEAST,0.45,0.43,0.5,0.25,0.5,0.0,0.47,0.22,MIT
920,UCRI_YEAST,0.47,0.53,0.48,0.51,0.5,0.0,0.54,0.22,MIT
921,RME1_YEAST,0.45,0.49,0.57,0.25,0.5,0.0,0.48,0.22,NUC
922,RNA1_YEAST,0.45,0.52,0.5,0.12,0.5,0.0,0.6,0.22,CYT
923,RN12_YEAST,0.56,0.51,0.32,0.49,0.5,0.0,0.48,0.22,NUC
924,RN14_YEAST,0.37,0.58,0.5,0.22,0.5,0.0,0.47,0.22,NUC
925,RN15_YEAST,0.47,0.45,0.51,0.33,0.5,0.0,0.46,0.26,NUC
926,ROX1_YEAST,0.5,0.36,0.64,0.37,0.5,0.0,0.37,0.33,NUC
927,ROX3_YEAST,0.43,0.44,0.64,0.19,0.5,0.0,0.38,0.33,NUC
928,RS3A_YEAST,0.38,0.4,0.59,0.25,0.5,0.0,0.44,0.22,CYT
929,RS3B_YEAST,0.39,0.39,0.59,0.25,0.5,0.0,0.45,0.22,CYT
930,R13A_YEAST,0.54,0.55,0.56,0.14,0.5,0.0,0.5,0.25,CYT
931,RL18_YEAST,0.45,0.5,0.57,0.29,0.5,0.0,0.44,0.11,CYT
932,RL18_YEAST,0.45,0.5,0.57,0.29,0.5,0.0,0.44,0.11,CYT
933,RS24_YEAST,0.61,0.38,0.57,0.36,0.5,0.0,0.44,0.21,CYT
934,RS24_YEAST,0.61,0.38,0.57,0.36,0.5,0.0,0.44,0.21,CYT
935,R17A_YEAST,0.43,0.33,0.54,0.37,0.5,0.0,0.38,0.16,CYT
936,R17B_YEAST,0.43,0.33,0.54,0.37,0.5,0.0,0.38,0.16,CYT
937,R61A_YEAST,0.51,0.39,0.58,0.19,0.5,0.0,0.47,0.22,CYT
938,RPA9_YEAST,0.72,0.51,0.52,0.08,0.5,0.0,0.54,0.22,NUC
939,RPA2_YEAST,0.35,0.41,0.53,0.27,0.5,0.0,0.47,0.29,NUC
940,RPA1_YEAST,0.56,0.49,0.54,0.15,0.5,0.0,0.5,0.35,NUC
941,RPA3_YEAST,0.57,0.37,0.43,0.27,0.5,0.0,0.53,0.28,NUC
942,RPBX_YEAST,0.57,0.49,0.61,0.26,0.5,0.0,0.52,0.22,NUC
943,RPBY_YEAST,0.48,0.45,0.63,0.19,0.5,0.0,0.58,0.22,NUC
944,RPB2_YEAST,0.34,0.48,0.47,0.19,0.5,0.0,0.5,0.3,NUC
945,RPB3_YEAST,0.54,0.57,0.55,0.18,0.5,0.0,0.5,0.22,NUC
946,RPB4_YEAST,0.38,0.44,0.55,0.44,0.5,0.0,0.47,0.51,NUC
947,RPB5_YEAST,0.4,0.3,0.57,0.13,0.5,0.0,0.46,0.22,NUC
948,RPB6_YEAST,0.27,0.31,0.55,0.13,0.5,0.0,0.5,0.22,NUC
949,RPB7_YEAST,0.52,0.46,0.56,0.25,0.5,0.0,0.52,0.22,NUC
950,RPB8_YEAST,0.44,0.5,0.55,0.24,0.5,0.0,0.48,0.22,NUC
951,RPB9_YEAST,0.34,0.47,0.48,0.32,0.5,0.0,0.42,0.22,NUC
952,RPCX_YEAST,0.5,0.56,0.63,0.25,0.5,0.0,0.42,0.22,NUC
953,RPC2_YEAST,0.46,0.53,0.47,0.37,0.5,0.0,0.51,0.36,NUC
954,RPC9_YEAST,0.31,0.6,0.65,0.18,0.5,0.0,0.46,0.22,NUC
955,RPC8_YEAST,0.57,0.42,0.63,0.22,0.5,0.0,0.68,0.32,NUC
956,RPC6_YEAST,0.37,0.45,0.53,0.14,0.5,0.0,0.49,0.22,NUC
957,RPC5_YEAST,0.38,0.38,0.54,0.24,0.5,0.0,0.54,0.22,NUC
958,RPC4_YEAST,0.36,0.49,0.55,0.21,0.5,0.0,0.55,0.33,NUC
959,RPC3_YEAST,0.29,0.4,0.5,0.16,0.5,0.0,0.51,0.34,NUC
960,RPD3_YEAST,0.37,0.3,0.51,0.15,0.5,0.0,0.58,0.26,NUC
961,RL1_YEAST,0.35,0.33,0.48,0.42,0.5,0.0,0.47,0.43,CYT
962,RL15_YEAST,0.46,0.35,0.69,0.18,0.5,0.0,0.3,0.25,CYT
963,RL15_YEAST,0.46,0.35,0.69,0.18,0.5,0.0,0.3,0.25,CYT
964,R14A_YEAST,0.57,0.43,0.52,0.3,0.5,0.0,0.37,0.11,CYT
965,R14B_YEAST,0.57,0.43,0.52,0.3,0.5,0.0,0.37,0.11,CYT
966,RL12_YEAST,0.59,0.51,0.48,0.12,0.5,0.0,0.54,0.31,CYT
967,RL12_YEAST,0.59,0.51,0.48,0.12,0.5,0.0,0.54,0.31,CYT
968,RL16_YEAST,0.61,0.53,0.59,0.17,0.5,0.0,0.44,0.28,CYT
969,RL1A_YEAST,0.61,0.48,0.56,0.19,0.5,0.0,0.53,0.31,CYT
970,RL1A_YEAST,0.61,0.48,0.56,0.19,0.5,0.0,0.53,0.31,CYT
971,R16A_YEAST,0.44,0.56,0.52,0.18,0.5,0.0,0.5,0.11,CYT
972,R16B_YEAST,0.36,0.56,0.52,0.18,0.5,0.0,0.45,0.16,CYT
973,RL17_YEAST,0.37,0.44,0.64,0.48,0.5,0.0,0.36,0.27,CYT
974,RL19_YEAST,0.72,0.37,0.63,0.38,0.5,0.0,0.4,0.14,CYT
975,RL19_YEAST,0.72,0.37,0.63,0.38,0.5,0.0,0.4,0.14,CYT
976,RL25_YEAST,0.44,0.36,0.64,0.45,0.5,0.0,0.53,0.11,CYT
977,RL27_YEAST,0.58,0.45,0.55,0.27,0.5,0.0,0.48,0.11,CYT
978,RL2_YEAST,0.63,0.64,0.45,0.26,0.5,0.0,0.43,0.22,CYT
979,RL2_YEAST,0.63,0.64,0.45,0.26,0.5,0.0,0.43,0.22,CYT
980,RL3A_YEAST,0.43,0.33,0.67,0.12,0.5,0.0,0.45,0.23,CYT
981,RL3B_YEAST,0.43,0.33,0.67,0.12,0.5,0.0,0.43,0.23,CYT
982,RL3E_YEAST,0.58,0.44,0.5,0.26,0.5,0.0,0.52,0.22,CYT
983,RL34_YEAST,0.38,0.43,0.53,0.22,0.5,0.0,0.48,0.11,CYT
984,R37A_YEAST,0.4,0.45,0.61,0.29,0.5,0.0,0.44,0.22,CYT
985,R37B_YEAST,0.4,0.45,0.61,0.29,0.5,0.0,0.44,0.22,CYT
986,RL44_YEAST,0.34,0.34,0.65,0.4,0.5,0.0,0.32,0.16,CYT
987,RL44_YEAST,0.34,0.34,0.65,0.4,0.5,0.0,0.32,0.16,CYT
988,RL46_YEAST,0.43,0.22,0.79,0.79,0.5,0.0,0.22,0.0,CYT
989,RL41_YEAST,0.35,0.21,1.0,0.8,0.5,0.0,0.13,0.01,CYT
990,RL41_YEAST,0.35,0.21,1.0,0.8,0.5,0.0,0.13,0.01,CYT
991,RL4A_YEAST,0.56,0.35,0.47,0.41,0.5,0.0,0.5,0.22,CYT
992,RL4B_YEAST,0.56,0.35,0.47,0.35,0.5,0.0,0.52,0.22,CYT
993,RL6_YEAST,0.54,0.44,0.55,0.48,0.5,0.0,0.47,0.22,CYT
994,RL71_YEAST,0.35,0.39,0.56,0.2,0.5,0.0,0.49,0.41,CYT
995,RL9_YEAST,0.48,0.46,0.58,0.16,0.5,0.0,0.45,0.22,CYT
996,RLA0_YEAST,0.48,0.55,0.48,0.1,0.5,0.0,0.55,0.22,CYT
997,RLA1_YEAST,0.66,0.6,0.52,0.19,0.5,0.0,0.69,0.22,CYT
998,RLA2_YEAST,0.69,0.54,0.55,0.23,0.5,0.0,0.73,0.22,CYT
999,RLA3_YEAST,0.73,0.6,0.47,0.2,0.5,0.0,0.72,0.22,CYT
1000,RLA4_YEAST,0.78,0.82,0.56,0.21,0.5,0.0,0.69,0.22,CYT
1001,RPM2_YEAST,0.42,0.49,0.49,0.36,0.5,0.0,0.57,0.26,MIT
1002,RPB1_YEAST,0.44,0.62,0.53,0.27,0.5,0.0,0.49,0.22,NUC
1003,RPC1_YEAST,0.56,0.61,0.52,0.19,0.5,0.0,0.52,0.32,NUC
1004,RPOM_YEAST,0.47,0.56,0.46,0.5,0.5,0.0,0.51,0.22,MIT
1005,RS6_YEAST,0.46,0.33,0.45,0.22,0.5,0.0,0.41,0.37,CYT
1006,R19A_YEAST,0.52,0.43,0.61,0.22,0.5,0.0,0.45,0.22,CYT
1007,R19B_YEAST,0.52,0.43,0.61,0.22,0.5,0.0,0.45,0.22,CYT
1008,RS41_YEAST,0.32,0.44,0.54,0.21,0.5,0.0,0.4,0.19,CYT
1009,RS41_YEAST,0.32,0.44,0.54,0.21,0.5,0.0,0.4,0.19,CYT
1010,RS15_YEAST,0.48,0.41,0.52,0.33,0.5,0.0,0.51,0.26,CYT
1011,RS22_YEAST,0.46,0.39,0.54,0.22,0.5,0.0,0.48,0.25,CYT
1012,RS22_YEAST,0.46,0.39,0.54,0.22,0.5,0.0,0.48,0.25,CYT
1013,RS21_YEAST,0.42,0.5,0.64,0.13,0.5,0.0,0.49,0.22,CYT
1014,R26A_YEAST,0.46,0.54,0.59,0.41,0.5,0.0,0.53,0.21,CYT
1015,R26B_YEAST,0.46,0.54,0.59,0.41,0.5,0.0,0.53,0.21,CYT
1016,R271_YEAST,0.39,0.65,0.57,0.19,0.5,0.0,0.44,0.25,CYT
1017,R272_YEAST,0.39,0.65,0.57,0.19,0.5,0.0,0.43,0.25,CYT
1018,RS28_YEAST,0.38,0.5,0.52,0.44,0.5,0.0,0.54,0.11,CYT
1019,RS28_YEAST,0.38,0.5,0.52,0.44,0.5,0.0,0.54,0.11,CYT
1020,RS3_YEAST,0.51,0.52,0.58,0.17,0.5,0.0,0.47,0.28,CYT
1021,RS31_YEAST,0.57,0.48,0.54,0.22,0.5,0.0,0.5,0.11,CYT
1022,RS33_YEAST,0.5,0.5,0.62,0.23,0.5,0.0,0.35,0.11,CYT
1023,RS37_YEAST,0.41,0.49,0.65,0.28,0.5,0.0,0.59,0.57,CYT
1024,RS4E_YEAST,0.53,0.57,0.6,0.36,0.5,0.0,0.5,0.22,CYT
1025,RS4E_YEAST,0.53,0.57,0.6,0.36,0.5,0.0,0.5,0.22,CYT
1026,RS8_YEAST,0.37,0.3,0.62,0.43,0.5,0.0,0.44,0.39,CYT
1027,RS8_YEAST,0.37,0.3,0.62,0.43,0.5,0.0,0.44,0.39,CYT
1028,RRN6_YEAST,0.6,0.57,0.52,0.14,0.5,0.0,0.46,0.48,NUC
1029,RRN7_YEAST,0.42,0.38,0.52,0.29,0.5,0.0,0.42,0.22,NUC
1030,RTG1_YEAST,0.41,0.46,0.58,0.08,0.5,0.0,0.51,0.28,NUC
1031,R161_YEAST,0.49,0.4,0.58,0.23,0.5,0.0,0.47,0.27,CYT
1032,R167_YEAST,0.37,0.37,0.51,0.38,0.5,0.0,0.44,0.22,CYT
1033,RSD1_YEAST,0.57,0.5,0.4,0.08,0.5,0.0,0.47,0.22,ME3
1034,FIMB_YEAST,0.51,0.4,0.5,0.28,0.5,0.0,0.48,0.27,CYT
1035,SAC7_YEAST,0.34,0.25,0.55,0.28,0.5,0.0,0.51,0.49,CYT
1036,SAG1_YEAST,0.77,0.86,0.44,0.27,0.5,0.0,0.48,0.22,ME1
1037,SAR1_YEAST,0.59,0.54,0.53,0.14,0.5,0.0,0.48,0.22,CYT
1038,SC25_YEAST,0.5,0.48,0.48,0.23,0.5,0.0,0.53,0.68,CYT
1039,SCJ1_YEAST,0.39,1.0,0.38,0.41,0.5,0.0,0.5,0.27,MIT
1040,PRCI_YEAST,0.56,0.42,0.52,0.14,0.5,0.0,0.51,0.22,CYT
1041,TAT2_YEAST,0.39,0.46,0.33,0.18,0.5,0.0,0.53,0.22,ME3
1042,SCO1_YEAST,0.52,0.54,0.47,0.49,0.5,0.0,0.54,0.22,MIT
1043,S160_YEAST,0.46,0.49,0.55,0.18,0.5,0.0,0.56,0.22,NUC
1044,DHSA_YEAST,0.56,0.65,0.49,0.56,0.5,0.0,0.49,0.22,MIT
1045,DHSB_YEAST,0.53,0.51,0.55,0.57,0.5,0.0,0.46,0.22,MIT
1046,SDH3_YEAST,0.54,0.64,0.4,0.56,0.5,0.0,0.51,0.22,MIT
1047,SDH4_YEAST,0.47,0.58,0.47,0.52,0.5,0.0,0.54,0.22,MIT
1048,SDHL_YEAST,0.46,0.42,0.51,0.16,0.5,0.0,0.56,0.22,CYT
1049,SEC1_YEAST,0.6,0.51,0.49,0.18,0.5,0.0,0.53,0.38,CYT
1050,SC11_YEAST,0.85,0.66,0.49,0.18,0.5,0.0,0.51,0.22,ME1
1051,SC12_YEAST,0.55,0.52,0.44,0.2,0.5,0.0,0.56,0.22,ME2
1052,SC13_YEAST,0.49,0.38,0.56,0.09,0.5,0.0,0.46,0.22,CYT
1053,SC14_YEAST,0.38,0.4,0.53,0.12,0.5,0.0,0.55,0.22,CYT
1054,SC15_YEAST,0.55,0.55,0.52,0.13,0.5,0.0,0.53,0.25,CYT
1055,SC17_YEAST,0.46,0.44,0.58,0.17,0.5,0.0,0.55,0.22,CYT
1056,SC18_YEAST,0.34,0.46,0.52,0.19,0.5,0.0,0.53,0.26,CYT
1057,SEC2_YEAST,0.58,0.56,0.46,0.14,0.5,0.0,0.51,0.22,CYT
1058,SC20_YEAST,0.46,0.47,0.44,0.18,1.0,0.0,0.46,0.22,ME2
1059,SC21_YEAST,0.44,0.71,0.5,0.21,0.5,0.0,0.54,0.27,CYT
1060,SC22_YEAST,0.56,0.49,0.32,0.22,0.5,0.0,0.5,0.22,ME2
1061,SC23_YEAST,0.41,0.49,0.47,0.09,0.5,0.0,0.49,0.22,CYT
1062,SEC4_YEAST,0.44,0.51,0.53,0.3,0.5,0.0,0.53,0.22,CYT
1063,PMM_YEAST,0.54,0.51,0.56,0.15,0.5,0.0,0.54,0.31,CYT
1064,SC59_YEAST,0.51,0.51,0.32,0.27,0.5,0.0,0.54,0.22,ME3
1065,SEC6_YEAST,0.46,0.38,0.51,0.2,0.5,0.0,0.51,0.22,CYT
1066,S61A_YEAST,0.55,0.72,0.35,0.26,0.5,0.0,0.49,0.22,ME3
1067,SC62_YEAST,0.54,0.44,0.35,0.19,0.5,0.0,0.51,0.27,ME3
1068,NPL1_YEAST,0.65,0.66,0.37,0.12,0.5,0.0,0.52,0.27,ME3
1069,SC65_YEAST,0.41,0.4,0.56,0.17,0.5,0.0,0.56,0.22,CYT
1070,SC66_YEAST,0.39,0.71,0.38,0.14,0.5,0.0,0.5,0.22,ME2
1071,SEC7_YEAST,0.37,0.42,0.46,0.15,0.5,0.0,0.51,0.31,ME2
1072,SC72_YEAST,0.59,0.55,0.57,0.18,0.5,0.0,0.51,0.22,CYT
1073,SEC8_YEAST,0.48,0.51,0.5,0.24,0.5,0.0,0.54,0.38,CYT
1074,SEC9_YEAST,0.39,0.3,0.63,0.2,0.5,0.0,0.43,0.47,CYT
1075,TRAM_YEAST,0.47,0.52,0.54,0.25,0.5,0.0,0.54,0.29,MIT
1076,SED1_YEAST,0.77,0.82,0.4,0.36,0.5,0.0,0.38,0.22,ME1
1077,SED4_YEAST,0.52,0.55,0.39,0.09,1.0,0.0,0.55,0.25,ME3
1078,SED5_YEAST,0.42,0.28,0.33,0.23,0.5,0.0,0.39,0.26,ME3
1079,SEN1_YEAST,0.47,0.37,0.46,0.28,0.5,0.0,0.52,0.99,NUC
1080,SEN2_YEAST,0.48,0.5,0.47,0.29,0.5,0.0,0.46,0.27,NUC
1081,SYSC_YEAST,0.3,0.33,0.55,0.12,0.5,0.0,0.53,0.38,CYT
1082,SFL1_YEAST,0.49,0.49,0.52,0.18,0.5,0.0,0.51,0.25,NUC
1083,SFP1_YEAST,0.54,0.59,0.57,0.34,0.5,0.0,0.49,0.22,NUC
1084,AMYG_YEAST,0.7,0.78,0.53,0.24,0.5,0.0,0.48,0.22,VAC
1085,SGE1_YEAST,0.85,0.69,0.34,0.31,0.5,0.0,0.57,0.3,ME1
1086,SHM1_YEAST,0.56,0.59,0.45,0.15,0.5,0.0,0.54,0.22,MIT
1087,GLYM_YEAST,0.47,0.56,0.53,0.44,0.5,0.0,0.53,0.22,MIT
1088,GLYC_YEAST,0.53,0.49,0.47,0.21,0.5,0.0,0.53,0.22,CYT
1089,SHR3_YEAST,0.7,0.57,0.34,0.19,0.5,0.0,0.53,0.27,ME2
1090,SIC1_YEAST,0.42,0.43,0.67,0.7,0.5,0.0,0.42,0.25,CYT
1091,NOT4_YEAST,0.47,0.44,0.53,0.18,0.5,0.0,0.47,0.29,NUC
1092,SIN3_YEAST,0.4,0.49,0.53,0.23,0.5,0.0,0.44,0.26,NUC
1093,SIN4_YEAST,0.45,0.65,0.51,0.17,0.5,0.0,0.49,0.22,NUC
1094,SIP2_YEAST,0.42,0.42,0.55,0.31,0.5,0.0,0.43,0.22,NUC
1095,SIR1_YEAST,0.45,0.41,0.53,0.49,0.5,0.0,0.49,0.31,NUC
1096,SIR2_YEAST,0.42,0.28,0.49,0.22,0.5,0.0,0.55,0.34,NUC
1097,SIR3_YEAST,0.47,0.5,0.47,0.22,0.5,0.0,0.53,0.45,NUC
1098,SIR4_YEAST,0.33,0.42,0.55,0.23,0.5,0.0,0.52,0.43,NUC
1099,SIS1_YEAST,0.56,0.55,0.57,0.15,0.5,0.0,0.54,0.25,CYT
1100,SIS2_YEAST,0.37,0.47,0.49,0.12,0.5,0.0,0.47,0.31,NUC
1101,SKI3_YEAST,0.32,0.6,0.48,0.13,0.5,0.0,0.53,0.22,NUC
1102,SKN1_YEAST,0.38,0.42,0.31,0.35,0.5,0.0,0.52,0.22,ME3
1103,SKN7_YEAST,0.46,0.56,0.56,0.25,0.5,0.0,0.43,0.22,NUC
1104,SKO1_YEAST,0.47,0.55,0.57,0.17,0.5,0.0,0.52,0.66,NUC
1105,SLA1_YEAST,0.37,0.55,0.52,0.13,0.5,0.0,0.42,0.8,CYT
1106,SLA2_YEAST,0.46,0.48,0.38,0.22,0.5,0.0,0.39,0.45,ME3
1107,PLSC_YEAST,0.8,0.69,0.53,0.33,0.5,0.0,0.51,0.22,ME2
1108,SLN1_YEAST,0.52,0.65,0.36,0.37,0.5,0.0,0.52,0.34,ME3
1109,SLU7_YEAST,0.19,0.16,0.68,0.36,0.5,0.0,0.49,0.21,NUC
1110,SLY1_YEAST,0.64,0.31,0.53,0.15,0.5,0.0,0.53,0.31,CYT
1111,SLY4_YEAST,0.4,0.43,0.36,0.33,0.5,0.0,0.51,0.22,ME3
1112,SMC1_YEAST,0.47,0.56,0.51,0.2,0.5,0.0,0.52,0.59,NUC
1113,SMC2_YEAST,0.4,0.75,0.44,0.12,0.5,0.0,0.49,0.22,NUC
1114,SMD1_YEAST,0.48,0.55,0.58,0.18,0.5,0.0,0.38,0.69,NUC
1115,SMF1_YEAST,0.57,0.51,0.34,0.13,0.5,0.0,0.53,0.27,MIT
1116,SMF2_YEAST,0.23,0.37,0.32,0.13,0.5,0.0,0.53,0.22,MIT
1117,SMY1_YEAST,0.54,0.5,0.51,0.26,0.5,0.0,0.52,0.22,CYT
1118,SMY2_YEAST,0.6,0.64,0.56,0.36,0.5,0.0,0.46,0.27,CYT
1119,SNC1_YEAST,0.27,0.41,0.24,0.2,0.5,0.0,0.49,0.22,ME3
1120,SNC2_YEAST,0.25,0.35,0.22,0.18,0.5,0.0,0.46,0.22,ME3
1121,SNF1_YEAST,0.39,0.45,0.51,0.29,0.5,0.0,0.54,0.22,CYT
1122,SNF2_YEAST,0.33,0.47,0.55,0.24,0.5,0.0,0.45,0.67,NUC
1123,SNF3_YEAST,0.37,0.4,0.38,0.18,0.5,0.0,0.51,0.22,ME3
1124,SNF4_YEAST,0.43,0.47,0.47,0.18,0.5,0.0,0.47,0.22,CYT
1125,SNF5_YEAST,0.66,0.43,0.57,0.6,0.5,0.0,0.19,0.33,NUC
1126,SNF6_YEAST,0.55,0.4,0.62,0.22,0.5,0.0,0.37,0.28,NUC
1127,RU17_YEAST,0.33,0.46,0.6,0.18,0.5,0.0,0.51,0.26,NUC
1128,SNP2_YEAST,0.51,0.5,0.54,0.11,0.5,0.0,0.6,0.22,NUC
1129,YBC6_YEAST,0.54,0.6,0.57,0.17,0.5,0.0,0.44,0.22,NUC
1130,SNQ2_YEAST,0.45,0.57,0.38,0.28,0.5,0.0,0.53,0.31,ME3
1131,SODC_YEAST,0.55,0.57,0.51,0.07,0.5,0.0,0.55,0.22,CYT
1132,SODM_YEAST,0.54,0.47,0.58,0.4,0.5,0.0,0.46,0.27,MIT
1133,SOF1_YEAST,0.36,0.32,0.55,0.27,0.5,0.0,0.47,0.43,NUC
1134,SOK1_YEAST,0.46,0.41,0.45,0.23,0.5,0.0,0.48,0.22,NUC
1135,SON1_YEAST,0.4,0.39,0.6,0.23,0.5,0.0,0.52,0.31,NUC
1136,RL35_YEAST,0.52,0.47,0.58,0.18,0.5,0.0,0.34,0.11,CYT
1137,RL35_YEAST,0.52,0.47,0.58,0.18,0.5,0.0,0.34,0.11,CYT
1138,SPA2_YEAST,0.5,0.45,0.51,0.19,0.5,0.0,0.53,0.25,CYT
1139,SPB4_YEAST,0.57,0.55,0.51,0.18,0.5,0.0,0.51,0.43,NUC
1140,SPK1_YEAST,0.44,0.43,0.46,0.28,0.5,0.0,0.45,0.29,NUC
1141,SP11_YEAST,0.46,0.5,0.5,0.28,0.5,0.0,0.5,0.37,NUC
1142,SPR1_YEAST,0.66,0.65,0.54,0.4,0.5,0.0,0.51,0.22,EXC
1143,SS10_YEAST,0.77,0.73,0.49,0.46,0.5,0.0,0.38,0.22,EXC
1144,SX18_YEAST,0.38,0.58,0.46,0.21,0.5,0.0,0.52,0.22,NUC
1145,SX19_YEAST,0.32,0.68,0.51,0.16,0.5,0.83,0.55,0.22,POX
1146,SP10_YEAST,0.27,0.46,0.52,0.17,0.5,0.0,0.49,0.44,NUC
1147,SP14_YEAST,0.52,0.45,0.45,0.13,0.5,0.0,0.48,0.22,NUC
1148,TF2D_YEAST,0.37,0.29,0.45,0.15,0.5,0.0,0.49,0.22,NUC
1149,SPT2_YEAST,0.37,0.48,0.67,0.37,0.5,0.0,0.56,0.62,NUC
1150,SP21_YEAST,0.44,0.59,0.54,0.18,0.5,0.0,0.49,0.22,NUC
1151,SP23_YEAST,0.48,0.65,0.36,0.24,0.5,0.0,0.54,0.31,NUC
1152,SPT3_YEAST,0.59,0.49,0.45,0.22,0.5,0.0,0.45,0.31,NUC
1153,SPT4_YEAST,0.73,0.52,0.59,0.25,0.5,0.0,0.51,0.22,NUC
1154,SPT5_YEAST,0.5,0.43,0.5,0.17,0.5,0.0,0.46,0.47,NUC
1155,SPT6_YEAST,0.23,0.13,0.51,0.16,0.5,0.0,0.53,0.51,NUC
1156,SPT7_YEAST,0.49,0.6,0.54,0.35,0.5,0.0,0.53,0.46,NUC
1157,SPT8_YEAST,0.52,0.31,0.56,0.16,0.5,0.0,0.55,0.22,NUC
1158,SRB2_YEAST,0.49,0.48,0.51,0.21,0.5,0.0,0.53,0.22,NUC
1159,SRB4_YEAST,0.49,0.6,0.42,0.18,0.5,0.0,0.58,0.28,NUC
1160,SRB5_YEAST,0.6,0.62,0.54,0.11,0.5,0.0,0.51,0.22,NUC
1161,SRB6_YEAST,0.55,0.47,0.53,0.2,0.5,0.0,0.4,0.22,NUC
1162,SCA1_YEAST,0.47,0.32,0.51,0.24,0.5,0.0,0.54,0.27,NUC
1163,SRD1_YEAST,0.53,0.25,0.59,0.27,0.5,0.0,0.45,0.26,NUC
1164,RCC_YEAST,0.31,0.5,0.54,0.32,0.5,0.0,0.53,0.31,NUC
